parkCode,states,fullName,designation,latitude,longitude,latLong,fee_usd,fee_type,fee_description
chpi,SC,Charles Pinckney National Historic Site,National Historic Site,32.84577392,-79.82487582,"lat:32.84577392, long:-79.82487582",0.0,Fee-Free Site,There are no entrance fees to visit this site.
cong,SC,Congaree National Park,National Park,33.79187523,-80.74867805,"lat:33.79187523, long:-80.74867805",0.0,No Entrance Fee,No Entrance Fee
cowp,SC,Cowpens National Battlefield,National Battlefield,35.13160654,-81.80935433,"lat:35.13160654, long:-81.80935433",0.0,Entrance Fee,It is free to visit Cowpens National Battlefield.
fosu,SC,Fort Sumter and Fort Moultrie National Historical Park,National Historical Park,32.75654469,-79.87068744,"lat:32.75654469, long:-79.87068744",10.0,Fort Moultrie Entrance Fee,"There is a $10 entrance fee for Fort Moultrie per adult. Children 15 and younger are free. All America the Beautiful passes are accepted. The park does not accept cash for entrance fees. Credit, debit, and contactless payments are the only methods of payment accepted."
fosu,SC,Fort Sumter and Fort Moultrie National Historical Park,National Historical Park,32.75654469,-79.87068744,"lat:32.75654469, long:-79.87068744",32.0,Transportation Fee for Concession Ferry Ride to Fort Sumter,"The park concessioner charges a fee for the ferry ride to Fort Sumter. This is the only way to get to the fort. Ferry boats depart from 2 locations: the Fort Sumter Visitor Education Center in Charleston; and Patriots Point in Mount Pleasant. Please go to https://www.fortsumtertours.com for the latest prices. Prices are subject to change.

Concessioner does not honor the America the Beautiful-National Parks and Federal Lands Pass."
fosu,SC,Fort Sumter and Fort Moultrie National Historical Park,National Historical Park,32.75654469,-79.87068744,"lat:32.75654469, long:-79.87068744",0.0,Fort Sumter Visitor Education Center,"The Fort Sumter Visitor Education Center, located at 340 Concord Street in Charleston is the primary departure point for the ferries to Fort Sumter. Museum exhibits, park rangers and a museum store are on site. This visitor education center is free to visit.

There is a cost for the concession ferry ride to Fort Sumter which is separate from the Fort Sumter Visitor Education Center."
kimo,SC,Kings Mountain National Military Park,National Military Park,35.13900723,-81.38978712,"lat:35.13900723, long:-81.38978712",0.0,Entrance Fee,It is free to visit Kings Mountain National Military Park.
nisi,SC,Ninety Six National Historic Site,National Historic Site,34.14273587,-82.01636079,"lat:34.14273587, long:-82.01636079",0.0,Entrance Fee,Free!
reer,SC,Reconstruction Era National Historical Park,National Historical Park,32.3868598938,-80.6511077881,"lat:32.3868598938, long:-80.6511077881",0.0,Entrance Fees,"There are no fees to enter NPS managed properties at Reconstruction Era National Historical Park. For information regarding tickets to the York W. Bailly Museum at Penn Center, visit www.penncenter.com"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",30.0,Private Vehicle,Fee covers the entry of a private vehicle and its occupants for 7 days
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",15.0,"Individual (Hiking, Bicycling, etc...)","Fee covers the entry of an individual that is hiking, bicycling, etc... for 7 days"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",25.0,Motorcycle,Fee covers the entry of a motorcycle and its occupants for 7 days
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",25.0,"Commercial Sedan, 1 to 6 passenger capacity","Commercial sedan, 1 to 6 passenger capacity.   $25 plus $10 per person - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",50.0,"Commercial Van, 7 to 15 passenger capacity","Commercial van, 7 to 15 passenger capacity; $50 - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",60.0,"Commercial Minibus, 16 to 25 passenger capacity","Minibus, 16 to 25 passenger capacity; $60 - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",150.0,"Commercial Motorcoach, 26 or more passenger capacity","Motorcoach, 26 or more passenger capacity; $150 - 7 days for Original Manifest"
jeca,SD,Jewel Cave National Monument,National Monument,43.73102945,-103.829994,"lat:43.73102945, long:-103.829994",0.0,Entrance Fee,"There is no entrance fee to enter the monument and explore the visitor center, exhibits, gift shop and surface trails."
mimi,SD,Minuteman Missile National Historic Site,National Historic Site,43.89558013,-102.0272131,"lat:43.89558013, long:-102.0272131",0.0,Park Entrance Fee,The park does does not charge an entrance fee but does have expanded amenity fees for Delta-01 tours.
mimi,SD,Minuteman Missile National Historic Site,National Historic Site,43.89558013,-102.0272131,"lat:43.89558013, long:-102.0272131",12.0,Delta-01 Tour expanded amenity fee - Adult,All ranger-led tours of the Delta-01 Launch Control Facility require advanced reservations and an amenity fee. Reservations can be made on-line or by phone at 866-601-5129. Reservations can be made up to 90 days prior to tour date. The forty-five minute ranger-guided tour of the control center at  Delta-01 begins with a walk through of the grounds and topside support building. Visitors then descend via elevator 31 feet underground to the Launch Control Center. Each tour is limited to six participants.
mimi,SD,Minuteman Missile National Historic Site,National Historic Site,43.89558013,-102.0272131,"lat:43.89558013, long:-102.0272131",8.0,Delta-01 Tour expanded amenity fee - Youth (ages 6-16),All ranger-led tours of the Delta-01 Launch Control Facility require advanced reservations and an amenity fee. Reservations can be made on-line or by phone at 866-601-5129. Reservations can be made up to 90 days prior to tour date. The forty-five minute ranger-guided tour of the control center at  Delta-01 begins with a walk through of the grounds and topside support building. Visitors then descend via elevator 31 feet underground to the Launch Control Center. Each tour is limited to six participants.
moru,SD,Mount Rushmore National Memorial,National Memorial,43.88037021,-103.4525186,"lat:43.88037021, long:-103.4525186",0.0,Mount Rushmore Entrance Fee,"There is no entrance fee for Mount Rushmore National Memorial. However, fees are required to park at the memorial."
moru,SD,Mount Rushmore National Memorial,National Memorial,43.88037021,-103.4525186,"lat:43.88037021, long:-103.4525186",10.0,Mount Rushmore Parking Fee - private vehicles,"Parking fee is for private passenger vehicles, valid for one year from date of purchase.  Parking fee for Seniors, 62 and older, is $5 and Active Duty Military parking is free.  

Annual Pass, Annual Pass - Military, Senior Pass, Access Pass and Every Kid Outdoors Pass do not apply."
moru,SD,Mount Rushmore National Memorial,National Memorial,43.88037021,-103.4525186,"lat:43.88037021, long:-103.4525186",50.0,Mount Rushmore Parking Fee - Commercial Bus,"Valid for 24 hours from time of purchase.  Annual Pass, Annual Pass - Military, Senior Pass, Access Pass and Every Kid Outdoors Pass do not apply."
moru,SD,Mount Rushmore National Memorial,National Memorial,43.88037021,-103.4525186,"lat:43.88037021, long:-103.4525186",25.0,Mount Rushmore Parking Fee - School Bus,"Valid for 24 hours from time of purchase.  Annual Pass, Annual Pass - Military, Senior Pass, Access Pass and Every Kid Outdoors Pass do not apply."
wica,SD,Wind Cave National Park,National Park,43.58012365,-103.4394709,"lat:43.58012365, long:-103.4394709",0.0,Entrance Fee,There are no fees to drive through or hike in the park. Enjoy!
anjo,TN,Andrew Johnson National Historic Site,National Historic Site,36.15624509,-82.83709021,"lat:36.15624509, long:-82.83709021",0.0,Free Admission,All areas of the site are free.
obed,TN,Obed Wild & Scenic River,Wild & Scenic River,36.1056026037,-84.5979170501,"lat:36.1056026037, long:-84.5979170501",0.0,Entrance Fee,There is no entrance fee for the park.
stri,TN,Stones River National Battlefield,National Battlefield,35.87608652,-86.43078399,"lat:35.87608652, long:-86.43078399",0.0,No Entrance Fee,No Entrance Fee
alfl,TX,Alibates Flint Quarries National Monument,National Monument,35.5819662,-101.6717008,"lat:35.5819662, long:-101.6717008",0.0,Alibates Entrance Fee,All services and programs are free.
amis,TX,Amistad National Recreation Area,National Recreation Area,29.53539777,-101.075821,"lat:29.53539777, long:-101.075821",0.0,There is no entrance fee at Amistad National Recreation Area,"There is no park entrance fee. However, there are fees associated with camping and launching motorized boats. The park only accepts payment of these fees by credit or debit card."
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",30.0,Big Bend Entrance Fee--Per Vehicle,"This fee includes all occupants of a private, non-commercial vehicle and is valid for 7 days."
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",25.0,Big Bend Entrance Fee--Motorcycle,Fee applicable to one motorcycle; valid for 7 days.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",12.0,Big Bend Entrance Fee--Individual,Fee applicable to one individual walking in or bicycling in and is valid for 7 days.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",25.0,Non-commercial groups with vehicle capacity 15 or less,Non-commercial groups with a vehicle capacity of 15 or less pay a per vehicle fee.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",12.0,Non-commercial groups with vehicle capacity of 16 or more,Non-commercial groups with a vehicle capacity of 16 or more pay a $12.00 per person fee. Children 15 and younger are free. Annual and lifetime passes may be used.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",12.0,Commercial Group Fee,"$12 per client; passes may not be used. Business is required to obtain commercial use authorization. Bus tours, 25 person capacity or greater, $200 (commercial use authorization not required)."
bith,TX,Big Thicket National Preserve,National Preserve,30.457983431,-94.386742115,"lat:30.457983431, long:-94.386742115",0.0,Free Admission,Big Thicket National Preserve does not charge an entrance fee.
blsc,TX,Blackwell School National Historic Site,National Historic Site,,,,0.0,No Admission Fee,There is no entrance fee to enter.
cham,TX,Chamizal National Memorial,National Memorial,31.76729634,-106.4544011,"lat:31.76729634, long:-106.4544011",0.0,Chamizal Entrance and Sponsored Programs,Chamizal National Memorial is a fee-free park.  There is no entrance fee for the park grounds or Cultural Center exhibit. Programs and events sponsored or presented by the Memorial's park rangers are free to the general public.
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",10.0,Option #1 Fort Davis Entrance Fee - Per Person,Per Person Fee over 15 years of age. 7 Day pass
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",20.0,Option #2 Fort Davis Entrance Fee - Per Vehicle,All visitors within a non-commercial vehicle included. Visitors under 16 years of age are always Free. Per person fee may be more affordable for two adults. 7 day pass.
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",15.0,Option #3 Fort Davis Entrance Fee - Per Motorcycle,This fee is for 2 adults on one motorcycle. Per person fee may be more affordable for one adult. 7 day pass.
gumo,TX,Guadalupe Mountains National Park,National Park,31.92304462,-104.885527,"lat:31.92304462, long:-104.885527",10.0,Entrance Fee,"An entrance fee of $10 per person (16 years of age and older) is required; entrance fees/passes permit 1-7 consecutive days of use in this national park.

Holders of the Annual, Senior, Military, 4th grade and Access Pass can bring in 3 adults free of charge under their pass. Any pass must be displayed in a vehicle while in the national park."
lamr,TX,Lake Meredith National Recreation Area,National Recreation Area,35.61926203,-101.6820066,"lat:35.61926203, long:-101.6820066",0.0,Entrance Fees,Fee for entering Lake Meredith National Recreation Area
lyjo,TX,Lyndon B Johnson National Historical Park,National Historical Park,30.2519655,-98.60692433,"lat:30.2519655, long:-98.60692433",0.0,Entrance,The park does not charge an entrance fee.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",25.0,Padre Island Vehicle 7 Day Entrance Fee,"This fee provides entrance into the park for one private, standard passenger vehicle for up to 7 days. It covers all occupants of the vehicle."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",10.0,Padre Island Vehicle 1 Day Entrance Fee,"This fee provides entrance into the park for one private, standard passenger vehicle for one day (not overnight). It covers all occupants of the vehicle."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",15.0,Padre Island Bicycle/Pedestrian 7 Day Entrance Fee,This fee provides entrance into the park for one pedestrian or one bicycle for up to 7 days.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",5.0,Bird Island Basin Use Fee,"This fee provides for use of the Bird Island Basin area within Padre Island National Seashore for one day. It covers all occupants of one private, standard passenger vehicle. Bird Island Basin provides access to the Laguna Madre and has a boat ramp, windsurfing and kayaking area, and camping area. Please note this fee is in addition to the park entrance fee."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",20.0,Padre Island Motorcycle 7 Day Entrance Fee,This fee provides entrance into the park for one motorcycle for up to 7 days.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",5.0,Padre Island Bicycle/Pedestrian 1 Day Entrance Fee,This fee provides entrance into the park for one person on foot or on bicycle for 1 day.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",7.0,Padre Island Motorcycle 1 Day Entrance Fee,This fee provides entrance into the park for one motorcycle for 1 day.
paal,TX,Palo Alto Battlefield National Historical Park,National Historical Park,26.02387351,-97.46296072,"lat:26.02387351, long:-97.46296072",0.0,No admission fee,There is no fee to enter Palo Alto Battlefield or attend park programs and events. Enjoy your visit!
rigr,TX,Rio Grande Wild & Scenic River,Wild & Scenic River,29.52743158,-102.5979169,"lat:29.52743158, long:-102.5979169",0.0,Big Bend National Park Entrance Fee,"To access the Rio Grande Wild & Scenic River, you will enter Big Bend National Park. Entrance fees apply."
saan,TX,San Antonio Missions National Historical Park,National Historical Park,29.31262089,-98.4289522,"lat:29.31262089, long:-98.4289522",0.0,Entrance Fee,Entrance to the park is free. Es gratis.
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",0.0,Entrance Fee,There is no entrance fee to Waco Mammoth National Monument. There are guided tour fees.
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",5.0,Guided Tour Fee - Adult,"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",4.0,Guided Tour Fee - Senior (over 60),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",4.0,Guided Tour Fee - Military (with ID),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",4.0,Guided Tour Fee - Educators (with ID),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",4.0,Guided Tour Fee - Students (7th grade through college),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",3.0,Guided Tour Fee - Children (preK through 6th grade),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",0.0,Guided Tour Fee - Infants (ages 3 and under),"This fee is for a tour of the Dig Shelter where mammoth fossils are in situ (still in their original position within the bone bed).

The only access to the Dig Shelter is with a tour guide.

Length of tour - 45 minutes to one hour."
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",30.0,Private Vehicle Fee,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants."
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",25.0,Motorcycle Fee,"Admits a private, non-commercial motorcycle and its riders."
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",15.0,Per Person,"Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",35.0,Private Vehicle - Valid for 7 days,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants to Bryce Canyon National Park. Includes unlimited use of the Shuttle during its operating season."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",20.0,Per Person - Valid for 7 days,"Admits one individual with no car to Bryce Canyon National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Includes unlimited use of the Shuttle during its operating season."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",30.0,Motorcycle - Valid for 7 days,Admits one non-commercial motorcycle to Bryce Canyon National Park. Includes unlimited use of the Shuttle during its operating season.
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",30.0,Road-based Commercial Tour (vehicle up to six seats),"Vehicle fee of $30 plus a per-person fee of $20 for those 16 years of age and older, not-to-exceed $50."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",50.0,"Road-based Commercial Tour (vehicle 7-15 seats, regardless of occupancy)",Flat fee.
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",60.0,"Road-based Commercial Tour (vehicle 16-25 seats, regardless of occupancy)",Flat fee.
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",150.0,"Road-based Commercial Tour (vehicle 26 or more seats, regardless of occupancy)",Flat fee.
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",30.0,Private Vehicle,"Admits one private, non-commercial vehicle 
(15 passenger capacity or less) and all its occupants."
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",25.0,Motorcycle,"Admits a private, non-commercial motorcycle and its riders."
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",15.0,Per Person,"Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",20.0,Capitol Reef Entrance fee - Private Vehicle,"The entrance fee for Capitol Reef National Park is paid into a self-serve tube at the beginning of the Scenic Drive, just past the campground. The cost includes all in a private vehicle. America the Beautiful Interagency passes cover this entrance fee."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",15.0,Capitol Reef Entrance fee - Motorcycle,"The entrance fee for Capitol Reef National Park is paid into a self-serve tube at the beginning of the Scenic Drive, just past the campground. The cost includes all on a single motorcycle. America the Beautiful Interagency passes cover this entrance fee."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",10.0,Capitol Reef Entrance Fee - Bicycle and Pedestrian,"The entrance fee for Capitol Reef National Park is paid into a self-serve tube at the beginning of the Scenic Drive, just past the campground.  America the Beautiful Interagency passes cover this entrance fee."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",100.0,Capitol Reef Entrance Fee - Commercial vehicles with a seating capacity of 26 seats or greater,Buses and commercial vehicles are based on vehicle size/occupants. This fee can be paid at the visitor center.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",40.0,Capitol Reef Entrance Fee - Commercial vehicles with a seating capacity of 7-25 seats,Buses and commercial vehicles are based on vehicle size/occupants. This fee can be paid at the visitor center.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",30.0,Capitol Reef Entrance Fee - Commercial vehicles with a seating capacity of 1-6 seats,Buses and commercial vehicles are based on vehicle size/occupants. This fee can be paid at the visitor center.
cebr,UT,Cedar Breaks National Monument,National Monument,37.63545562,-112.845268,"lat:37.63545562, long:-112.845268",10.0,Entrance Fee - Per Person,"This fee is for visitors, age 16 or older and is valid for 7 days from the time of purchase."
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",20.0,Golden Spike Private Vehicle Fee,"The per vehicle fee covers all occupants in a single private vehicle. The fee will allow visitors access to all resources to the public; including auto tours, walking trails, films, exhibit area, ranger guided programs, other seasonal activities. 

If visitors have any of the America the Beautiful Inter-agency passes, these will cover the pass holder and anyone that is in their personal vehicle. 

During the warmer summer season usually all of the resources are available. Check with our staff for times"
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",15.0,Golden Spike Motorcycle Fee,"The motorcycle fee admits the driver and one passenger. The fee will allow visitors access to all resources to the public; including auto tours, walking trails, films, exhibit area, ranger guided programs, other seasonal activities. 

If visitors have any of the America the Beautiful Inter-agency passes, these will cover the pass holder and anyone that is in their personal vehicle. 

During the colder winter season the per vehicle fee is reduced and some activities may be unavailable."
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",10.0,Per Person Entrance Fee,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",20.0,Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and its occupants."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",15.0,Motorcycle,"Admits a private, non-commercial motorcycle and its riders."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",10.0,Per Person,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free."
rabr,UT,Rainbow Bridge National Monument,National Monument,36.9943264317,-111.491484759,"lat:36.9943264317, long:-111.491484759",0.0,Rainbow Bridge Entrance Fee,There are no fees for visiting Rainbow Bridge National Monument.
tica,UT,Timpanogos Cave National Monument,National Monument,40.44039719,-111.7093944,"lat:40.44039719, long:-111.7093944",0.0,Timpanogos Cave NM Entrance Fee,"There is no entrance fee to visit Timpanogos Cave National Monument. Picnic areas, exhibits, and hiking trails can be used free of charge. However, tickets are required to go on a cave tour. See recreation.gov for cost and more information."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",35.0,Private Vehicle: Valid for 7 days.,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants to Zion National Park, including both the Zion Canyon and Kolob Canyon areas."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",30.0,Motorcycle: Valid for 7 days.,"Admits one non-commercial motorcycle to Zion National Park, including both the Zion Canyon and Kolob Canyon areas."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",20.0,Per Person: Valid for 7 days.,"Admits one individual with no car to Zion National Park, including both the Zion Canyon and Kolob Canyon areas. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",35.0,Non-Commercial Organized Groups: Valid for 7 days.,"Organized groups such as Scouts, Clubs, Youth Groups, Churches, Reunions, etc. that do not qualify for an Academic Fee Waiver are charged as follows: 
$35.00 Non-commercial vehicles with a vehicle capacity of 15 or less.
$20.00 per person Non-commercial vehicles with a capacity of 16 or greater. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and under are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry at the per person rate."
apco,VA,Appomattox Court House National Historical Park,National Historical Park,37.38022164,-78.79856982,"lat:37.38022164, long:-78.79856982",0.0,Entrance Fee,There are no fees to visit the park.
arho,VA,"Arlington House, The Robert E. Lee Memorial",,38.8822021484,-77.0734786987,"lat:38.8822021484, long:-77.0734786987",0.0,No Fee,"There is no fee for Arlington House, The Robert E. Lee Memorial."
bowa,VA,Booker T Washington National Monument,National Monument,37.11520539,-79.73185833,"lat:37.11520539, long:-79.73185833",0.0,Free Admission,No charge to visit Booker T. Washington NM
came,VA,Cape Henry Memorial Part of Colonial National Historical Park,Part of Colonial National Historical Park,36.9278094,-76.0088219,"lat:36.9278094, long:-76.0088219",0.0,"Currently, Cape Henry Memorial is only open to those who have access to Joint Expeditionary Base Little Creek – Fort Story","Due to COVID restrictions on JEBLCFS only military ID holders can access the Cape Henry Memorial. Currently, Cape Henry Memorial is only open to those who have access to Joint Expeditionary Base Little Creek – Fort Story. You must be able to provide a military ID."
cebe,VA,Cedar Creek & Belle Grove National Historical Park,National Historical Park,39.0093576,-78.30618934,"lat:39.0093576, long:-78.30618934",0.0,No Entrance Fees,"There are no fees to enter the Visitor Contact Station, to visit public areas administered by the NPS, or to attend any ranger led program. America the Beautiful - The National Parks and Federal Recreational Lands Pass Series discounts do not apply at partner sites. Contact our partners directly for admission fees to their visitor facilities."
colo,VA,Colonial National Historical Park,National Historical Park,37.22824435,-76.61998123,"lat:37.22824435, long:-76.61998123",15.0,For Those Without An Entrance Pass to Yorktown Battlefield,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne
colo,VA,Colonial National Historical Park,National Historical Park,37.22824435,-76.61998123,"lat:37.22824435, long:-76.61998123",30.0,For Those Without An Entrance Pass to Historic Jamestowne,Adult (16 and older) $30; good for 7 days entrance to Historic Jamestowne and Yorktown Battlefield.
colo,VA,Colonial National Historical Park,National Historical Park,37.22824435,-76.61998123,"lat:37.22824435, long:-76.61998123",0.0,Pass Holders,"All passes are accepted at Yorktown Battlefield.  Additional fees may apply at Historic Jamestown.
For more information, call 757-856-1250"
fomr,VA,Fort Monroe National Monument,National Monument,37.01733343,-76.30103195,"lat:37.01733343, long:-76.30103195",0.0,Individual Fort Monroe Entrance Fee,Day use visitation of the grounds and Casemate Museum.
frsp,VA,Fredericksburg & Spotsylvania National Military Park,National Military Park,38.29378,-77.46734,"lat:38.29378, long:-77.46734",0.0,No Entrance Fee,Fredericksburg & Spotsylvania is a fee free park
gewa,VA,George Washington Birthplace National Monument,National Monument,38.19362603,-76.92079458,"lat:38.19362603, long:-76.92079458",0.0,Free Entrance,The park has no entrance fee
grfa,VA,Great Falls Park,Park,38.98776107,-77.25128326,"lat:38.98776107, long:-77.25128326",20.0,Great Falls Entrance Fee - Vehicle,"7-day pass. Admits one single, private, non-commercial vehicle and all its passengers. Organized groups are not eligible for the vehicle permit. Is also valid for entrance into the Chesapeake and Ohio Canal National Historical Park."
