Park Code,State(s),Park Name,Designation,Latitude,Longitude,Coordinates,Fee (USD),Fee Type,Fee Description
crla,OR,Crater Lake National Park,National Park,42.94065854,-122.1338414,"lat:42.94065854, long:-122.1338414",$25.00,Commercial Entrance - Sedan,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board.  In addition to the $25 per vehicle there is also a $15 per passenger charge."
crla,OR,Crater Lake National Park,National Park,42.94065854,-122.1338414,"lat:42.94065854, long:-122.1338414",$75.00,Commercial Entrance - Van,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board."
crla,OR,Crater Lake National Park,National Park,42.94065854,-122.1338414,"lat:42.94065854, long:-122.1338414",$100.00,Commercial Entrance - Mini-bus,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board."
crla,OR,Crater Lake National Park,National Park,42.94065854,-122.1338414,"lat:42.94065854, long:-122.1338414",$200.00,Commercial Entrance - Motor Coach,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board."
fova,"OR,WA",Fort Vancouver National Historic Site,National Historic Site,45.62234841,-122.6617043,"lat:45.62234841, long:-122.6617043",$10.00,Entrance - Per Person,"Day use/entrance fees are required for visitors ages 16 and up to access reconstructed Fort Vancouver. Federal Interagency Passes are accepted. There is no day use/entrance fee for visitors accessing the Visitor Center, Pearson Air Museum, the Barclay House, and McLoughlin House."
joda,OR,John Day Fossil Beds National Monument,National Monument,44.62566508,-119.8811491,"lat:44.62566508, long:-119.8811491",$0.00,No Fee,This location does not charge an entrance fee.
lewi,"OR,WA",Lewis and Clark National Historical Park,National Historical Park,46.21178735,-123.9638583,"lat:46.21178735, long:-123.9638583",$10.00,Entrance - Per Person,Entrance fees are collected at the Fort Clatsop Visitor Center.
orca,OR,Oregon Caves National Monument & Preserve,National Monument & Preserve,42.10319143,-123.4018586,"lat:42.10319143, long:-123.4018586",$0.00,No Fee,This location does not charge an entrance fee.
alpo,PA,Allegheny Portage Railroad National Historic Site,National Historic Site,40.42977467,-78.57431622,"lat:40.42977467, long:-78.57431622",$0.00,No Fee,This location does not charge an entrance fee.
edal,PA,Edgar Allan Poe National Historic Site,National Historic Site,39.96195482,-75.1500062,"lat:39.96195482, long:-75.1500062",$0.00,No Fee,This location does not charge an entrance fee.
eise,PA,Eisenhower National Historic Site,National Historic Site,39.79577592,-77.26508101,"lat:39.79577592, long:-77.26508101",$0.00,No Fee,This location does not charge an entrance fee.
flni,PA,Flight 93 National Memorial,National Memorial,40.06061476,-78.89456905,"lat:40.06061476, long:-78.89456905",$0.00,No Fee,This location does not charge an entrance fee.
fone,PA,Fort Necessity National Battlefield,National Battlefield,39.81306048,-79.59033344,"lat:39.81306048, long:-79.59033344",$0.00,No Fee,This location does not charge an entrance fee.
frhi,PA,Friendship Hill National Historic Site,National Historic Site,39.77543423,-79.92504169,"lat:39.77543423, long:-79.92504169",$0.00,No Fee,This location does not charge an entrance fee.
gett,PA,Gettysburg National Military Park,National Military Park,39.81557366,-77.23246758,"lat:39.81557366, long:-77.23246758",$0.00,No Fee,This location does not charge an entrance fee.
glde,PA,Gloria Dei Church National Historic Site,National Historic Site,39.93435005,-75.14398924,"lat:39.93435005, long:-75.14398924",$0.00,No Fee,This location does not charge an entrance fee.
hofu,PA,Hopewell Furnace National Historic Site,National Historic Site,40.20610637,-75.76766355,"lat:40.20610637, long:-75.76766355",$0.00,No Fee,This location does not charge an entrance fee.
inde,PA,Independence National Historical Park,National Historical Park,39.94746112,-75.14794157,"lat:39.94746112, long:-75.14794157",$1.00,Timed Entry Reservation - Location,Entrance to Independence Hall requires a guided tour. Tickets are required.
jofl,PA,Johnstown Flood National Memorial,National Memorial,40.34584534,-78.77448601,"lat:40.34584534, long:-78.77448601",$0.00,No Fee,This location does not charge an entrance fee.
stea,PA,Steamtown National Historic Site,National Historic Site,41.40757521,-75.67037255,"lat:41.40757521, long:-75.67037255",$0.00,No Fee,This location does not charge an entrance fee.
thko,PA,Thaddeus Kosciuszko National Memorial,National Memorial,39.94345312,-75.14732045,"lat:39.94345312, long:-75.14732045",$0.00,No Fee,This location does not charge an entrance fee.
vafo,PA,Valley Forge National Historical Park,National Historical Park,40.10054985,-75.44581889,"lat:40.10054985, long:-75.44581889",$0.00,No Fee,This location does not charge an entrance fee.
rowi,RI,Roger Williams National Memorial,National Memorial,41.8298955,-71.41056665,"lat:41.8298955, long:-71.41056665",$0.00,No Fee,This location does not charge an entrance fee.
tosy,RI,Touro Synagogue National Historic Site,National Historic Site,41.4893,-71.3121,"lat:41.4893, long:-71.3121",$0.00,No Fee,This location does not charge an entrance fee.
chpi,SC,Charles Pinckney National Historic Site,National Historic Site,32.84577392,-79.82487582,"lat:32.84577392, long:-79.82487582",$0.00,No Fee,This location does not charge an entrance fee.
cong,SC,Congaree National Park,National Park,33.79187523,-80.74867805,"lat:33.79187523, long:-80.74867805",$0.00,No Fee,This location does not charge an entrance fee.
cowp,SC,Cowpens National Battlefield,National Battlefield,35.13160654,-81.80935433,"lat:35.13160654, long:-81.80935433",$0.00,No Fee,This location does not charge an entrance fee.
fosu,SC,Fort Sumter and Fort Moultrie National Historical Park,National Historical Park,32.75654469,-79.87068744,"lat:32.75654469, long:-79.87068744",$10.00,Entrance - Per Person,Fort Moultrie charges a per person entrance fee for adults. Anyone 16 years old or older is considered an adult.
kimo,SC,Kings Mountain National Military Park,National Military Park,35.13900723,-81.38978712,"lat:35.13900723, long:-81.38978712",$0.00,No Fee,This location does not charge an entrance fee.
nisi,SC,Ninety Six National Historic Site,National Historic Site,34.14273587,-82.01636079,"lat:34.14273587, long:-82.01636079",$0.00,No Fee,This location does not charge an entrance fee.
reer,SC,Reconstruction Era National Historical Park,National Historical Park,32.3868598938,-80.6511077881,"lat:32.3868598938, long:-80.6511077881",$0.00,No Fee,This location does not charge an entrance fee.
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$30.00,Entrance - Private Vehicle,Fee covers the entry of a private vehicle and its occupants for 7 days
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$25.00,Entrance - Motorcycle,Fee covers the entry of a motorcycle and its occupants for 7 days
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$15.00,Entrance - Per Person,"Fee covers the entry of an individual that is hiking, bicycling, etc... for 7 days"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$25.00,Commercial Entrance - Sedan,"Commercial sedan, 1 to 6 passenger capacity. $25 plus $15 per person - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$50.00,Commercial Entrance - Van,"Commercial van, 7 to 15 passenger capacity; $50 - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$60.00,Commercial Entrance - Mini-bus,"Minibus, 16 to 25 passenger capacity; $60 - 7 days for Original Manifest"
badl,SD,Badlands National Park,National Park,43.68584846,-102.482942,"lat:43.68584846, long:-102.482942",$150.00,Commercial Entrance - Motor Coach,"Motorcoach, 26 or more passenger capacity; $150 - 7 days for Original Manifest"
jeca,SD,Jewel Cave National Monument,National Monument,43.73102945,-103.829994,"lat:43.73102945, long:-103.829994",$0.00,No Fee,This location does not charge an entrance fee.
mimi,SD,Minuteman Missile National Historic Site,National Historic Site,43.89558013,-102.0272131,"lat:43.89558013, long:-102.0272131",$0.00,No Fee,This location does not charge an entrance fee.
moru,SD,Mount Rushmore National Memorial,National Memorial,43.88037021,-103.4525186,"lat:43.88037021, long:-103.4525186",$0.00,No Fee,This location does not charge an entrance fee.
wica,SD,Wind Cave National Park,National Park,43.58012365,-103.4394709,"lat:43.58012365, long:-103.4394709",$0.00,No Fee,This location does not charge an entrance fee.
anjo,TN,Andrew Johnson National Historic Site,National Historic Site,36.15624509,-82.83709021,"lat:36.15624509, long:-82.83709021",$0.00,No Fee,This location does not charge an entrance fee.
obed,TN,Obed Wild & Scenic River,Wild & Scenic River,36.1056026037,-84.5979170501,"lat:36.1056026037, long:-84.5979170501",$0.00,No Fee,This location does not charge an entrance fee.
stri,TN,Stones River National Battlefield,National Battlefield,35.87608652,-86.43078399,"lat:35.87608652, long:-86.43078399",$0.00,No Fee,This location does not charge an entrance fee.
alfl,TX,Alibates Flint Quarries National Monument,National Monument,35.5819662,-101.6717008,"lat:35.5819662, long:-101.6717008",$0.00,No Fee,This location does not charge an entrance fee.
amis,TX,Amistad National Recreation Area,National Recreation Area,29.53539777,-101.075821,"lat:29.53539777, long:-101.075821",$0.00,No Fee,This location does not charge an entrance fee.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$30.00,Entrance - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less); valid for 7 days."
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$25.00,Entrance - Motorcycle,Admits one non-commercial motorcycle; valid for 7 days.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$15.00,Entrance - Per Person,Admits one individual. Typically used for bicyclists and pedestrians; valid for 7 days.
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$200.00,Commercial Entrance - Motor Coach,Companies conducting business in the park are required to obtain a commercial use authorization. The only exception is companies travelling in a 26-person capacity or greater vehicle; such vehicles are charged a flat fee of $200 (commercial use authorization not required).
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$30.00,Entrance - Non-commercial Groups,"Organized groups such as Scouts, clubs, etc. that do not qualify for an academic fee waiver are charged as follows:
$30 per non-commercial vehicle with a capacity of 15 or less.
$15 per person traveling in a non-commercial vehicle with a capacity of 16 or more. Fees will not exceed the commercial rate for the same sized vehicle. Youth 15 and younger are free. Individuals or families with a valid annual or lifetime pass may use their pass for themselves and up to 3 others."
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$100.00,Commercial Entrance - Mini-bus,"This fee is valid for seven consecutive days. A commercial use authorization is required.

https://www.nps.gov/bibe/learn/management/cua.htm"
bibe,TX,Big Bend National Park,National Park,29.29817767,-103.2297897,"lat:29.29817767, long:-103.2297897",$25.00,Commercial Entrance - Sedan,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. For sedan with 1 to 6 seats, the fee is $30 + $15 per client.
This fee is valid for seven consecutive days. A commercial use authorization is required."
bith,TX,Big Thicket National Preserve,National Preserve,30.457983431,-94.386742115,"lat:30.457983431, long:-94.386742115",$0.00,No Fee,This location does not charge an entrance fee.
blsc,TX,Blackwell School National Historic Site,National Historic Site,,,,$0.00,No Fee,This location does not charge an entrance fee.
cham,TX,Chamizal National Memorial,National Memorial,31.76729634,-106.4544011,"lat:31.76729634, long:-106.4544011",$0.00,No Fee,This location does not charge an entrance fee.
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$10.00,Entrance - Per Person,Per Person entry.
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$15.00,Entrance - Motorcycle,Fee per motorcycle.
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$20.00,Entrance - Private Vehicle,Entrance - Private Vehicle (includes driver and passengers)
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$20.00,Commercial Entrance - Sedan,Commercial Entrance - Sedan (1-6 persons vehicle capacity)
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$40.00,Commercial Entrance - Van,Commercial Entrance - Van (7-15 persons vehicle capacity)
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$40.00,Commercial Entrance - Mini-bus,Commercial Entrance - Mini-bus (16-25 persons vehicle capacity)
foda,TX,Fort Davis National Historic Site,National Historic Site,30.59930381,-103.8961904,"lat:30.59930381, long:-103.8961904",$100.00,Commercial Entrance - Motor Coach,Commercial Entrance - Motor Coach (26+ person vehicle capacity)
gumo,TX,Guadalupe Mountains National Park,National Park,31.92304462,-104.885527,"lat:31.92304462, long:-104.885527",$10.00,Entrance - Per Person,"An entrance fee of $10 per person (16 years of age and older) is required; entrance fees/passes permit 1-7 consecutive days of use in this national park. Holders of the Annual, Senior, Military, 4th grade and Access Pass can bring in 3 adults free of charge under their pass. Any pass must be displayed in a vehicle while in the national park."
gumo,TX,Guadalupe Mountains National Park,National Park,31.92304462,-104.885527,"lat:31.92304462, long:-104.885527",$0.00,Entrance - Education/Academic Groups,"Entrance fee waivers are available to groups when the purpose of their visit is educational rather than recreational. Completed applications along with required documentation must be submitted via email. 
Fee waiver requests must be submitted at least six weeks before a scheduled visit to allow for consideration."
lamr,TX,Lake Meredith National Recreation Area,National Recreation Area,35.61926203,-101.6820066,"lat:35.61926203, long:-101.6820066",$0.00,No Fee,This location does not charge an entrance fee.
lyjo,TX,Lyndon B Johnson National Historical Park,National Historical Park,30.2519655,-98.60692433,"lat:30.2519655, long:-98.60692433",$0.00,No Fee,This location does not charge an entrance fee.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$25.00,Commercial Entrance - Sedan,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$40.00,Commercial Entrance - Van,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$40.00,Commercial Entrance - Mini-bus,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$100.00,Commercial Entrance - Motor Coach,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$25.00,Entrance - Private Vehicle,"Admits the passholder and up to 15 passengers in the same private (non-commercial) vehicle. It expires one week from the date of purchase. For private vehicles, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $10 per vehicle. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$20.00,Entrance - Motorcycle,"Admits the passholder and passenger of one motorcycle. It expires one week from the date of purchase. For motorcyclists, this entrance pass is required for overnight camping.

A 1-day entrance pass is available for $5 per motorcycle. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$15.00,Entrance - Per Person,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. An individual pass is not required for visitors aged 15 and under. It expires one week from the date of purchase. For an individual, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $5 per person. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping."
pais,TX,Padre Island National Seashore,National Seashore,27.05381186,-97.35901135,"lat:27.05381186, long:-97.35901135",$15.00,Entrance - Non-commercial Groups,Non-commercial groups traveling in a vehicle with a capacity of 16 persons or more are charged per person. This entrance pass is valid for one week from the date of purchase. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and younger are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry.
paal,TX,Palo Alto Battlefield National Historical Park,National Historical Park,26.02387351,-97.46296072,"lat:26.02387351, long:-97.46296072",$0.00,No Fee,This location does not charge an entrance fee.
rigr,TX,Rio Grande Wild & Scenic River,Wild & Scenic River,29.881,-102.3188,"lat:29.881, long:-102.3188",$30.00,Entrance - Private Vehicle,"Entrance Fee to Big Bend National Park.
This fee includes all occupants of a private, non-commercial vehicle and is valid for 7 days"
saan,TX,San Antonio Missions National Historical Park,National Historical Park,29.31262089,-98.4289522,"lat:29.31262089, long:-98.4289522",$0.00,No Fee,This location does not charge an entrance fee.
waco,TX,Waco Mammoth National Monument,National Monument,31.60465887,-97.17606143,"lat:31.60465887, long:-97.17606143",$0.00,No Fee,This location does not charge an entrance fee.
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",$2.00,Timed Entry Reservation - Park,"From April 1 through October 31, 2023, visitors entering the park in a vehicle between 7 am and 4 pm will need to have already purchased a Timed Entry Ticket from Recreation.gov before arriving. One ticket is needed per vehicle. This fee is a Recreation.gov service charge, so it is not waived by any of the interagency passes."
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",$30.00,Entrance - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants."
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",$25.00,Entrance - Motorcycle,"Admits one private, non-commercial motorcycle and its riders"
arch,UT,Arches National Park,National Park,38.72261844,-109.5863666,"lat:38.72261844, long:-109.5863666",$15.00,Entrance - Per Person,"Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$35.00,Entrance - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all occupants."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$30.00,Entrance - Motorcycle,Price is per motorcycle.
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$20.00,Entrance - Per Person,Admits one individual with no car to the park - typically used for bicyclists and walk-ins. Youth 15 and under are admitted free.
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$50.00,Commercial Entrance - Sedan,"Commercial tour vehicle rates are based on vehicle capacity. Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers.

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles t"
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$50.00,Commercial Entrance - Van,"Commercial tour vehicle rates are based on vehicle capacity. Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers.

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles t"
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$60.00,Commercial Entrance - Mini-bus,"Commercial tour vehicle rates are based on vehicle capacity. Pass is valid for the day o

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers."
brca,UT,Bryce Canyon National Park,National Park,37.58399144,-112.1826689,"lat:37.58399144, long:-112.1826689",$150.00,Commercial Entrance - Motor Coach,"Commercial tour vehicle rates are based on vehicle capacity. Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers.

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles."
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",$30.00,Entrance - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants."
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",$25.00,Entrance - Motorcycle,"Admits a private, non-commercial motorcycle and its riders."
cany,UT,Canyonlands National Park,National Park,38.24555783,-109.8801624,"lat:38.24555783, long:-109.8801624",$15.00,Entrance - Per Person,"Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$20.00,Entrance - Private Vehicle,An entrance fee is charged per vehicle.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$15.00,Entrance - Motorcycle,"Admits one private, non-commercial motorcycle and its riders."
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$10.00,Entrance - Per Person,Admits one individual with no car. Typically used for bicyclists and pedestrians.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$30.00,Commercial Entrance - Sedan,This fee is based on the seating capacity of the vehicle. A Commercial Use Authorization permit may be required.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$40.00,Commercial Entrance - Van,This fee is based on the seating capacity of the vehicle. A Commerical Use Authorization permit may be  required.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$40.00,Commercial Entrance - Mini-bus,This fee is based on the seating capacity of the vehicle. A Commerical Use Authorization permit may be required.
care,UT,Capitol Reef National Park,National Park,38.2821653131,-111.247048378,"lat:38.2821653131, long:-111.247048378",$100.00,Commercial Entrance - Motor Coach,This fee is based on the seating capacity of the vehicle. A Commerical Use Authorization permit may be required.
cebr,UT,Cedar Breaks National Monument,National Monument,37.63545562,-112.845268,"lat:37.63545562, long:-112.845268",$10.00,Commercial Entrance - Per Person,All Commercial Vehicles are $10 per person.
cebr,UT,Cedar Breaks National Monument,National Monument,37.63545562,-112.845268,"lat:37.63545562, long:-112.845268",$25.00,Entrance - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants for 7 days."
cebr,UT,Cedar Breaks National Monument,National Monument,37.63545562,-112.845268,"lat:37.63545562, long:-112.845268",$15.00,Entrance - Per Person,"Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free."
cebr,UT,Cedar Breaks National Monument,National Monument,37.63545562,-112.845268,"lat:37.63545562, long:-112.845268",$20.00,Entrance - Motorcycle,"Admits one private, non-commercial motorcycle and its riders."
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",$20.00,Entrance - Private Vehicle,"The per vehicle fee covers all occupants in a single private vehicle. The fee will allow visitors access to all resources open to the public, including auto tours, walking trails, films, exhibit areas, ranger guided programs, and other seasonal activities. 

If visitors have any of the America the Beautiful Inter-agency passes, these will cover the pass holder and anyone that is in their personal vehicle."
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",$15.00,Entrance - Motorcycle,"The motorcycle fee admits the driver and one passenger. The fee will allow visitors access to all resources open to the public, including auto tours, walking trails, films, exhibit area, ranger guided programs, other seasonal activities. 
If visitors have any of the America the Beautiful Inter-agency passes, these will cover the pass holder and the passenger of the motorcycle."
gosp,UT,Golden Spike National Historical Park,National Historical Park,41.61947508,-112.5242653,"lat:41.61947508, long:-112.5242653",$10.00,Entrance - Per Person,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free. The fee will allow visitor access to all resources open to the public, including auto tours, walking trails, films, exhibit area, ranger guided programs, other seasonal activities. If visitors have any of the America the Beautiful Inter-agency passes, these will cover the pass holder."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",$20.00,Entrance - Private Vehicle,"Entry fee admits one private, non-commercial vehicle driver and passengers. Entry fee is valid for 7 days."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",$15.00,Entrance - Motorcycle,"Entry fee admits one private, non-commercial motorcycle and its rider(s). Each motorcycle must purchase separate entry fee. Entry fee is valid for 7 days."
nabr,UT,Natural Bridges National Monument,National Monument,37.6045329,-110.0022436,"lat:37.6045329, long:-110.0022436",$10.00,Entrance - Per Person,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free. Entry fee is valid for 7 days."
rabr,UT,Rainbow Bridge National Monument,National Monument,36.9943264317,-111.491484759,"lat:36.9943264317, long:-111.491484759",$0.00,No Fee,This location does not charge an entrance fee.
tica,UT,Timpanogos Cave National Monument,National Monument,40.44039719,-111.7093944,"lat:40.44039719, long:-111.7093944",$12.00,Timed Entry Reservation - Location,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. Tickets are between $2.00 and $12.00 depending on age and are 50% off for the passholder only with a Senior or Access Pass.
This tour spends 55 minutes inside of the cave system with a ranger walking along a 1/3 mile trail. There are multiple stairs and places you must bend and twist. Visitors on this tour will see Hansen Cave, Middle Cave, and Timpanogos Cave."
tica,UT,Timpanogos Cave National Monument,National Monument,40.44039719,-111.7093944,"lat:40.44039719, long:-111.7093944",$17.00,Timed Entry Reservation - Location,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. 
Spend an hour inside the Timpanogos Cave System with a ranger on a lantern guided tour. Discover what early explorers experienced as they traveled through the dark passages of the cave. Hear stories of early exploration and marvel at the cave’s geology by the glow of your lantern and experience the caves in a way that hasn't been done in decades.

This tour is limited to those 7 years of age and older."
tica,UT,Timpanogos Cave National Monument,National Monument,40.44039719,-111.7093944,"lat:40.44039719, long:-111.7093944",$22.00,Timed Entry Reservation - Location,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. With a helmet and headlamp you are ready to experience Hansen Cave in its natural state. With a ranger, you'll scramble and sometimes even crawl on the trail leading to Hansen Cave Lake, along the same route Martin Hansen conducted tours in the late 1800s. The tour is considered strenuous. Must be 14 years of age or older to participate."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$35.00,Entrance - Private Vehicle,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants to Zion National Park. Valid for 1-7 days."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$30.00,Entrance - Motorcycle,"Admits one, non-commercial motorcycle to Zion National Park. Valid for 1-7 days."
zion,UT,Zion National Park,National Park,37.29839254,-113.0265138,"lat:37.29839254, long:-113.0265138",$20.00,Entrance - Snowmobile,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days."
